"Reporting Month";"Sales Month";Platform;Country/Region;"Label Name";"Artist Name";"Release title";"Track title";UPC;ISRC;"Release Catalog nb";"Release Type";"Sales Type";Quantity;"Client Payment Currency";"Net Revenue";Label_Rate
01/01/2025;01/12/2024;"Facebook / Instagram";Malaysia;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube UGC";"United Kingdom";"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;2;EUR;0.002715176834;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Bangladesh;"RoyalMotion IT";"Ranjan Chowdhury";"O Chokhe Dekhechi";"O Chokhe Dekhechi";3617668678709;FR-10S-25-27117;RMITRC13;"Music Release";Stream;281;EUR;0.008765056110;80.00
01/01/2025;01/01/2025;"YouTube UGC";"Saudi Arabia";"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;4;EUR;0.000620239591;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Oman;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;2;EUR;0.000027023104;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Finland;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;2;EUR;0.000027023104;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Bangladesh;"RoyalMotion IT";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;"Music Release";Stream;1;EUR;0.000884181323;80.00
01/01/2025;01/01/2025;"YouTube UGC";"United States";"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;3;EUR;0.014467914147;80.00
01/01/2025;01/01/2025;"YouTube UGC";Qatar;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;1;EUR;0.000513280834;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"United Arab Emirates";"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;3;EUR;0.001389357895;80.00
01/01/2025;01/01/2025;"YouTube UGC";"United Kingdom";"RoyalMotion IT";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;"Music Release";Stream;1;EUR;0.001435004742;80.00
01/01/2025;01/01/2025;"YouTube Official Content";India;"RoyalMotion IT";"Ranjan Chowdhury, Subhamita Banerjee";"Bolo To Tumi";"Bolo To Tumi";3617668545759;FR-10S-25-17317;RMITRC12;"Music Release";Stream;119;EUR;0.014251913939;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Kuwait;"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;1;EUR;0.000397368448;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Romania;"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;1;EUR;0.000955402280;80.00
01/01/2025;01/12/2024;"Ultimate Music";"China Mainland";"RoyalMotion IT";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;"Music Release";Stream;1;EUR;0.002269454158;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Germany;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube UGC";Bangladesh;"RoyalMotion IT";"Ranjan Chowdhury, Subhamita Banerjee";"Bolo To Tumi";"Bolo To Tumi";3617668545759;FR-10S-25-17317;RMITRC12;"Music Release";Stream;3;EUR;0.000269669388;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Bangladesh;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;138;EUR;0.002081012788;80.00
01/01/2025;01/11/2024;"Ultimate Music";"China Mainland";"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;1;EUR;0.002070205514;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Spain;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;1;EUR;0.000069038393;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Malaysia;"RoyalMotion IT";"Rajib Bhattacharjee";"Amari Mon";"Amari Mon";3617668990658;FR-10S-25-50218;RMITRB05;"Music Release";Stream;2;EUR;0.000761967520;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"Saudi Arabia";"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;3;EUR;0.000700246560;80.00
01/01/2025;01/01/2025;"YouTube UGC";India;"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;17;EUR;0.002612234697;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Australia;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;1;EUR;0.000090036246;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Singapore;"RoyalMotion IT";"Ranjan Chowdhury";"O Chokhe Dekhechi";"O Chokhe Dekhechi";3617668678709;FR-10S-25-27117;RMITRC13;"Music Release";Stream;1;EUR;0.000701837306;80.00
01/01/2025;01/12/2024;Yandex;Belarus;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;2;EUR;0.000360109310;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Malaysia;"RoyalMotion IT";"Ranjan Chowdhury, Subhamita Banerjee";"Bolo To Tumi";"Bolo To Tumi";3617668545759;FR-10S-25-17317;RMITRC12;"Music Release";Stream;1;EUR;0.000037541614;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Oman;"RoyalMotion IT";Dorshon;"Mrittu Chithi";"Mrittu Chithi";3617666802847;DG-A0S-24-21038;RMITDS01;"Music Release";Stream;2;EUR;0.000027023104;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Argentina;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube UGC";Sweden;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;6;EUR;0.008914845698;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Canada;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;3;EUR;0.000040534656;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Australia;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;4;EUR;0.000054046208;80.00
01/01/2025;01/01/2025;"YouTube UGC";"United States";"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000601756634;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Malaysia;"RoyalMotion IT";Dorshon;"Mrittu Chithi";"Mrittu Chithi";3617666802847;DG-A0S-24-21038;RMITDS01;"Music Release";Stream;8;EUR;0.000108092416;80.00
01/01/2025;01/01/2025;"YouTube UGC";Australia;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;1;EUR;0.007873846414;80.00
01/01/2025;01/01/2025;"YouTube UGC";India;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;29;EUR;0.003722485442;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Cyprus;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"United States";"RoyalMotion IT";"Rajib Bhattacharjee";"Amari Mon";"Amari Mon";3617668990658;FR-10S-25-50218;RMITRB05;"Music Release";Stream;1;EUR;0.000834823704;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Italy;"RoyalMotion IT";"Ranjan Chowdhury";"O Chokhe Dekhechi";"O Chokhe Dekhechi";3617668678709;FR-10S-25-27117;RMITRC13;"Music Release";Stream;1;EUR;0.000108488904;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Philippines;"RoyalMotion IT";Dorshon;"Mrittu Chithi";"Mrittu Chithi";3617666802847;DG-A0S-24-21038;RMITDS01;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Oman;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;2;EUR;0.000027023104;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Malaysia;"RoyalMotion IT";"Ranjan Chowdhury, Moumita Barua";"E kemon Valobasa Bujhina";"E kemon Valobasa Bujhina";3617668545742;FR-10S-25-17316;RMITRC10;"Music Release";Stream;5;EUR;0.000227476734;80.00
01/01/2025;01/01/2025;"YouTube Official Content";France;"RoyalMotion IT";"Ranjan Chowdhury, Moumita Barua";"E kemon Valobasa Bujhina";"E kemon Valobasa Bujhina";3617668545742;FR-10S-25-17316;RMITRC10;"Music Release";Stream;1;EUR;0.002005613046;80.00
01/01/2025;01/01/2025;"YouTube UGC";Australia;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000346934213;80.00
01/01/2025;01/12/2024;"Ultimate Music";"China Mainland";"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.002269454158;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"Saudi Arabia";"RoyalMotion IT";"Ranjan Chowdhury";"O Chokhe Dekhechi";"O Chokhe Dekhechi";3617668678709;FR-10S-25-27117;RMITRC13;"Music Release";Stream;13;EUR;0.001954072984;80.00
01/01/2025;01/01/2025;"Apple Music";"United States";"RoyalMotion IT";"Arif Chowdhury Prince";"Tomay Vebe Vebe";"Tomay Vebe Vebe";7316470349895;HK-K97-22-02083;RMITACP01;"Music Release";Stream;1;EUR;0.005146278829;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Egypt;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Norway;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;1;EUR;0.006646968021;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Philippines;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;6;EUR;0.000081069312;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Qatar;"RoyalMotion IT";"Ranjan Chowdhury, Moumita Barua";"E kemon Valobasa Bujhina";"E kemon Valobasa Bujhina";3617668545742;FR-10S-25-17316;RMITRC10;"Music Release";Stream;3;EUR;0.003879512291;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"South Africa";"RoyalMotion IT";"Ranjan Chowdhury, Moumita Barua";"E kemon Valobasa Bujhina";"E kemon Valobasa Bujhina";3617668545742;FR-10S-25-17316;RMITRC10;"Music Release";Stream;1;EUR;0.000231930824;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Kyrgyzstan;"RoyalMotion IT";Dorshon;"Mrittu Chithi";"Mrittu Chithi";3617666802847;DG-A0S-24-21038;RMITDS01;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Qatar;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;1;EUR;0.000584440222;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Malaysia;"RoyalMotion IT";"Ranjan Chowdhury";"O Chokhe Dekhechi";"O Chokhe Dekhechi";3617668678709;FR-10S-25-27117;RMITRC13;"Music Release";Stream;10;EUR;0.002823574839;80.00
01/01/2025;01/12/2024;Yandex;Kazakhstan;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;2;EUR;0.000360109310;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Mexico;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/12/2024;Likee;Bangladesh;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;1;EUR;0.000339327859;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";India;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;15;EUR;0.000202673280;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Bangladesh;"RoyalMotion IT";"Arif Chowdhury Prince";"Tomay Vebe Vebe";"Tomay Vebe Vebe";7316470349895;HK-K97-22-02083;RMITACP01;"Music Release";Stream;3;EUR;0.000228431182;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";"United Arab Emirates";"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;9;EUR;0.000121603968;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Portugal;"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/01/2025;"YouTube Official Content";India;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;28;EUR;0.000632480278;80.00
01/01/2025;01/01/2025;"YouTube UGC";Bangladesh;"RoyalMotion IT";"Band Chandrarango";"Tomar Kolpona";"Tomar Kolpona তোমার কল্পনা";3617666130186;DG-A0R-24-49372;;"Music Release";Stream;492;EUR;0.015313544202;80.00
01/01/2025;01/01/2025;"YouTube Official Content";Malaysia;"RoyalMotion IT";"Purnoy Hoq";"Pera Nai Chill 2";"Pera Nai Chill 2";3617668323364;QZ-TAS-24-88692;RMITPQ01;"Music Release";Stream;2;EUR;0.000683384648;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";Italy;"RoyalMotion IT";Dorshon;"Mrittu Chithi";"Mrittu Chithi";3617666802847;DG-A0S-24-21038;RMITDS01;"Music Release";Stream;1;EUR;0.000013511552;80.00
01/01/2025;01/12/2024;"Facebook / Instagram";"United States";"RoyalMotion IT";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;"Music Release";Stream;6;EUR;0.000081069312;80.00
01/01/2025;01/01/2025;"YouTube UGC";Lebanon;"RoyalMotion IT";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;"Music Release";Stream;1;EUR;0.000081203816;80.00
01/01/2025;01/01/2025;"YouTube Official Content";"United States";"RoyalMotion IT";"Ranjan Chowdhury";"Tumi Chao Bole";"Tumi Chao Bole";3617668545735;FR-10S-25-17315;RMITRC09;"Music Release";Stream;1;EUR;0.002116647144;80.00
